,id,n_victimas,fecha,hora,lugar_del_hecho,tipo_de_calle,calle,direccion_normalizada,comuna,longitud,latitud,participantes,victima,acusado
103,2016-0133,1,2016-10-14,00:05:00,AV LAS HERAS Y SANCHEZ DE BUSTAMANTE,AVENIDA,LAS HERAS GENERAL AV.,LAS HERAS GENERAL AV. y SANCHEZ DE BUSTAMANTE,14,-58.40204698,-34.5834269,MOTO-AUTO,MOTO,AUTO
104,2016-0134,1,2016-10-23,05:00:00,AV PIEDRA BUENA Y 2 DE ABRIL 1982,AVENIDA,PIEDRA BUENA AV.,PIEDRA BUENA AV. y 2 DE ABRIL DE 1982,8,-58.48935287,-34.67648597,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
105,2016-0135,1,2016-10-24,05:00:00,AV FIGUEROA ALCORTA  Y PINEDO,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.","FIGUEROA ALCORTA, PRES. AV. y PINEDO, INT.",14,-58.42260225,-34.56403694,PEATON-SD,PEATON,SD
106,2016-0136,1,2016-10-25,00:00:00,AU BUENOS AIRES - LA PLATA KM. 4,AUTOPISTA,AUTOPISTA BUENOS AIRES - LA PLATA,,4,,,MOTO-CARGAS,MOTO,CARGAS
107,2016-0137,1,2016-10-25,00:39:00,AV SAN MARTIN Y LADINES,AVENIDA,SAN MARTIN AV.,SAN MARTIN AV. y LADINES,11,-58.51537091,-34.59035925,MOTO-MOTO,MOTO,MOTO
108,2016-0138,1,2016-10-27,20:30:00,AV CABILDO Y BLANCO ENCALADA,AVENIDA,CABILDO AV.,CABILDO AV. y BLANCO ENCALADA,13,-58.4590967,-34.55922742,BICICLETA-CARGAS,BICICLETA,CARGAS
109,2016-0139,1,2016-10-28,23:00:00,AV PRESIDENTE FIGUEROA ALCORTA Y AV DORREGO,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.","FIGUEROA ALCORTA, PRES. AV. y DORREGO AV.",14,-58.42008769,-34.56539579,MOTO-MOTO,MOTO,MOTO
110,2016-0140,1,2016-10-31,02:58:00,AV JURAMENTO Y VUELTA DE OBLIGADO,AVENIDA,JURAMENTO AV.,JURAMENTO AV. y VUELTA DE OBLIGADO,13,-58.45566399,-34.56147293,PASAJEROS-PASAJEROS,PASAJEROS,PASAJEROS
111,2016-0142,1,2016-11-05,23:30:00,AV DEL LIBERTADOR Y AV RAMOS MEJIA,AVENIDA,DEL LIBERTADOR AV.,"DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",1,-58.37533517,-34.59276462,MOTO-PASAJEROS,MOTO,PASAJEROS
112,2016-0143,1,2016-11-06,04:41:00,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,27 DE FEBRERO AV.,27 DE FEBRERO AV. y ESCALADA AV.,8,-58.44451316,-34.68475866,MOTO-SD,MOTO,SD
113,2016-0144,1,2016-11-07,12:10:00,AV. ALTE. BROWN 984,AVENIDA,"BROWN, ALTE. AV.","BROWN, ALTE. AV. 984",4,-58.35975012,-34.63343907,PEATON-PASAJEROS,PEATON,PASAJEROS
114,2016-0145,1,2016-11-07,20:56:00,AV DEL LIBERTADOR Y LA PAMPA,AVENIDA,DEL LIBERTADOR AV.,DEL LIBERTADOR AV. y LA PAMPA,13,-58.44523595,-34.55953855,MOTO-AUTO,MOTO,AUTO
115,2016-0146,1,2016-11-09,20:00:00,PICHINCHA Y AV BRASIL,AVENIDA,PICHINCHA AV.,PICHINCHA AV. y BRASIL,4,-58.39626094,-34.63036565,PEATON-PASAJEROS,PEATON,PASAJEROS
116,2016-0147,1,2016-11-16,21:15:00,AV INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,INDEPENDENCIA AV.,"INDEPENDENCIA AV. y CEVALLOS, VIRREY",1,-58.38896772,-34.61799615,MOVIL-PASAJEROS,MOVIL,PASAJEROS
117,2016-0148,1,2016-11-16,22:20:00,AV GARMENDIA 4895,AVENIDA,GARMENDIA AV.,GARMENDIA AV. 4895,15,-58.46536113,-34.59484504,MOTO-MOTO,MOTO,MOTO
118,2016-0150,1,2016-11-18,18:20:00,AV AMANCIO ALCORTA Y DIOGENES TABORDA,AVENIDA,"ALCORTA, AMANCIO AV.","ALCORTA, AMANCIO AV. y TABORDA, DIOGENES",4,-58.40879146,-34.65273216,CARGAS-CARGAS,CARGAS,CARGAS
119,2016-0151,1,2016-11-18,20:35:00,SD,CALLE,,,0,,,PEATON-SD,PEATON,SD
120,2016-0152,1,2016-11-23,21:10:00,AV PERITO MORENO Y ZUVIRIA,AVENIDA,"MORENO, PERITO AV.","MORENO, PERITO AV. y ZUVIRIA",7,-58.46451841,-34.64991946,MOTO-AUTO,MOTO,AUTO
121,2016-0153,1,2016-11-25,15:42:00,ARAOZ Y AV CORDOBA,AVENIDA,ARAOZ,ARAOZ y CORDOBA AV.,15,-58.4291709,-34.59485488,PEATON-MOTO,PEATON,MOTO
122,2016-0154,1,2016-11-26,14:14:00,AV GRAL PAZ 15200,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. 15200",8,-58.49007772,-34.68251141,MOTO-MOTO,MOTO,MOTO
123,2016-0155,1,2016-11-26,16:50:00,MADERO 900,CALLE,MADERO,MADERO 900,10,-58.52756365,-34.62772274,PEATON-AUTO,PEATON,AUTO
124,2016-0156,1,2016-11-26,19:40:00,AV INDEPENDENCIA Y DEAN FUNES,AVENIDA,INDEPENDENCIA AV.,INDEPENDENCIA AV. y DEAN FUNES,3,-58.40638983,-34.61943202,MOTO-PASAJEROS,MOTO,PASAJEROS
125,2016-0157,1,2016-12-03,06:40:00,AV JUAN B JUSTO 5645,AVENIDA,"JUSTO, JUAN B. AV.","JUSTO, JUAN B. AV. 5645",11,-58.47576807,-34.61740997,MOTO-MOTO,MOTO,MOTO
126,2016-0159,1,2016-12-04,07:21:00,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,27 DE FEBRERO AV.,27 DE FEBRERO AV. y ESCALADA AV.,8,-58.44451316,-34.68475866,AUTO-SD,AUTO,SD
127,2016-0160,1,2016-12-06,05:30:00,AUTOPISTA PERITO MORENO ALTURA VELZ,AUTOPISTA,AUTOPISTA PERITO MORENO,AUTOPISTA PERITO MORENO (ALTURA VELEZ SARSFIELD),9,-58.51927194,-34.63635787,CARGAS-OBJETO FIJO,CARGAS,OBJETO FIJO
128,2016-0161,1,2016-12-06,07:22:00,AV SANTA FE Y GODOY CRUZ,AVENIDA,SANTA FE AV.,SANTA FE AV. y GODOY CRUZ,14,-58.42525456,-34.57866344,PEATON-PASAJEROS,PEATON,PASAJEROS
129,2016-0162,1,2016-12-07,05:00:00,AV FEDERICO LACROZE Y AV FOREST,AVENIDA,"LACROZE, FEDERICO AV.","LACROZE, FEDERICO AV. y FOREST AV.",15,-58.45396573,-34.58518167,PEATON-AUTO,PEATON,AUTO
130,2016-0163,1,2016-12-10,07:30:00,AV GRAL PAZ Y AV GENERAL MOSCONI,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y MOSCONI GENERAL AV.",11,-58.52340614,-34.59798754,MOTO-AUTO,MOTO,AUTO
131,2016-0164,1,2016-12-11,06:16:00,AV LA PLATA Y CNEL GREGORIO POMAR,AVENIDA,LA PLATA AV.,"LA PLATA AV. y POMAR, GREGORIO TTE. CNEL.",4,-58.42323628,-34.64119105,AUTO-AUTO,AUTO,AUTO
132,2016-0165,1,2016-12-12,08:25:00,AV MARTIN GARCIA 300,AVENIDA,"GARCIA, MARTIN AV.","GARCIA, MARTIN AV. 300",4,-58.36926144,-34.62841919,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS
133,2016-0168,1,2016-12-13,10:40:00,AV LA PLATA Y CNEL GREGORIO POMAR,AVENIDA,LA PLATA AV.,"LA PLATA AV. y POMAR, GREGORIO TTE. CNEL.",4,-58.42323628,-34.64119105,MOTO-AUTO,MOTO,AUTO
134,2016-0169,1,2016-12-15,15:30:00,NUÑEZ Y AV RICARDO BALBIN,AVENIDA,NU?EZ,"NUÃ‘EZ y BALBIN, RICARDO, DR. AV.",12,-58.47935434,-34.55676497,MOTO-PASAJEROS,MOTO,PASAJEROS
135,2016-0170,1,2016-12-19,17:10:00,AV GRAL PAZ 4500,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. 4500",12,-58.50598256,-34.5637998,MOTO-AUTO,MOTO,AUTO
136,2016-0171,1,2016-12-25,19:00:00,AU BUENOS AIRES - LA PLATA Y AU 25 DE MAYO,AUTOPISTA,"HUERGO, ING. AV.","HUERGO, ING. AV. y AUTOPISTA 25 DE MAYO",1,-58.36607137,-34.62150748,MOTO-MOTO,MOTO,MOTO
137,2016-0172,1,2016-12-26,08:00:00,AV GARAY Y CASTRO,AVENIDA,"GARAY, JUAN DE AV.","GARAY, JUAN DE AV. y CASTRO",5,-58.41918902,-34.63174259,MOTO-CARGAS,MOTO,CARGAS
138,2016-0173,1,2016-12-26,19:52:00,AV DIRECTORIO Y AV SAN PEDRITO,AVENIDA,DIRECTORIO AV.,DIRECTORIO AV. y SAN PEDRITO AV.,7,-58.46749188,-34.63551751,MOTO-CARGAS,MOTO,CARGAS
139,2016-0174,1,2016-12-27,00:00:00,AUTOPISTA 25 DE MAYO,AUTOPISTA,AUTOPISTA 25 DE MAYO,AUTOPISTA 25 DE MAYO,0,,,SD-SD,SD,SD
140,2016-0175,1,2016-12-27,08:15:00,CNEL RAMON L FALCON Y MEMBRILLAR,CALLE,"FALCON, RAMON L.,CNEL.","FALCON, RAMON L.,CNEL. y MEMBRILLAR",7,-58.46064174,-34.62960517,PEATON-BICICLETA,PEATON,BICICLETA
141,2016-0176,1,2016-12-28,01:41:00,AV BELGRANO Y AV PASEO COLON,AVENIDA,BELGRANO AV.,BELGRANO AV. y PASEO COLON AV.,1,-58.36956186,-34.61232875,MOTO-PASAJEROS,MOTO,PASAJEROS
142,2016-0177,1,2016-12-29,04:00:00,ARENALES 3319,CALLE,ARENALES,ARENALES 3319,14,-58.40966671,-34.58788235,PEATON-AUTO,PEATON,AUTO
143,2016-0178,1,2016-12-30,16:18:00,REPUBLICA BOLIVARIANA DE VENEZUELA Y SAAVEDRA,CALLE,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA y SAAVEDRA,3,-58.40288226,-34.61544091,MULTIPLE,PEATON,MULTIPLE
144,2017-0001,1,2017-01-02,01:00:00,AV. JUAN B JUSTO Y ACHUPALLAS,AVENIDA,"JUSTO, JUAN B. AV.","JUSTO, JUAN B. AV. y ACHUPALLAS",11,-58.4659423,-34.61028571,MOTO-CARGAS,MOTO,CARGAS
145,2017-0003,1,2017-01-05,03:10:00,OLAVARRIA Y AV. VELEZ SARSFIELD,AVENIDA,OLAVARRIA,OLAVARRIA y VELEZ SARSFIELD AV.,4,-58.38957669,-34.64410277,CARGAS-CARGAS,CARGAS,CARGAS
146,2017-0007,1,2017-01-11,17:00:00,LIMA Y MEXICO,CALLE,LIMA,LIMA y MEXICO,1,-58.3816166,-34.61529543,MULTIPLE,PEATON,MULTIPLE
147,2017-0008,1,2017-01-16,00:40:00,JOSE A CABRERA Y BONPLAND,CALLE,"CABRERA, JOSE A.","CABRERA, JOSE A. y BONPLAND",14,-58.43917004,-34.58494351,MOTO-PASAJEROS,MOTO,PASAJEROS
148,2017-0009,1,2017-01-16,13:56:00,AU 25 DE MAYO Y AV. BOEDO,AUTOPISTA,AUTOPISTA 25 DE MAYO,AUTOPISTA 25 DE MAYO y BOEDO AV.,5,-58.41595919,-34.62743346,MOTO-CARGAS,MOTO,CARGAS
149,2017-0010,1,2017-01-16,16:30:00,AV. DIRECTORIO Y RIGLOS,AVENIDA,DIRECTORIO AV.,DIRECTORIO AV. y RIGLOS,6,-58.4356488,-34.62828656,MOTO-AUTO,MOTO,AUTO
150,2017-0011,1,2017-01-22,02:30:00,AV. GRAL. PAZ Y AV. R. BALBIN,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12,-58.5007381,-34.5497951,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
151,2017-0012,1,2017-01-24,14:00:00,TRAFUL Y DIOGENES TABORDA,CALLE,TRAFUL,"TRAFUL y TABORDA, DIOGENES",4,-58.40969005,-34.6505529,MOTO-CARGAS,MOTO,CARGAS
152,2017-0013,1,2017-01-27,07:00:00,IRIARTE 3055,AVENIDA,"IRIARTE, GRAL. AV.","IRIARTE, GRAL. AV. 3055",4,-58.38972622,-34.65098981,PEATON-CARGAS,PEATON,CARGAS
153,2017-0014,1,2017-01-28,08:27:34,AV. DONADO Y ARIAS,AVENIDA,DONADO,DONADO y ARIAS,12,-58.49185972,-34.55046754,MULTIPLE,MOTO,MULTIPLE
154,2017-0015,1,2017-02-02,15:18:03,CORDOBA AV. Y CALLAO,AVENIDA,CORDOBA AV.,CORDOBA AV. y CALLAO AV.,2,-58.39293417,-34.59963642,PEATON-AUTO,PEATON,AUTO
155,2017-0016,1,2017-02-03,05:12:21,"AU 25 DE MAYO, KILOMETRO 8.3, SENTIDO HACIA PROVINCIA DE BUENOS AIRES, C.A.B.A.",AUTOPISTA,AUTOPISTA 25 DE MAYO,AUTOPISTA 25 DE MAYO KM. 8.3,1,-58.38099494,-34.62288231,MOTO-CARGAS,MOTO,CARGAS
156,2017-0017,1,2017-02-06,08:00:00,AV. JUAN B JUSTO Y PARAGUAY,AVENIDA,"JUSTO, JUAN B. AV.","JUSTO, JUAN B. AV. y PARAGUAY",14,-58.429012,-34.58095431,MOTO-AUTO,MOTO,AUTO
157,2017-0018,1,2017-02-09,07:00:00,AV. GRAL. PAZ Y AV. DE LOS CORRALES,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y DE LOS CORRALES AV.",9,-58.50877521,-34.66977709,MOTO-AUTO,MOTO,AUTO
158,2017-0021,1,2017-02-18,05:30:00,SARMIENTO Y LIBERTAD,CALLE,SARMIENTO,SARMIENTO y LIBERTAD,1,-58.38362373,-34.60509972,MOTO-PASAJEROS,MOTO,PASAJEROS
159,2017-0024,1,2017-02-23,20:50:00,AV. RIVADAVIA 7121,AVENIDA,RIVADAVIA AV.,RIVADAVIA AV. 7121,7,-58.46589308,-34.62955795,PEATON-PASAJEROS,PEATON,PASAJEROS
160,2017-0025,1,2017-02-24,17:05:00,AV. FERNANDEZ DE LA CRUZ Y RIVERA INDARTE,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","FERNANDEZ DE LA CRUZ, F., GRAL. AV. y RIVERA INDARTE AV.",7,-58.43614426,-34.6542464,MOTO-SD,MOTO,SD
161,2017-0026,2,2017-02-26,05:15:00,AV. PERITO MORENO Y FOURNIER,AVENIDA,"MORENO, PERITO AV.","MORENO, PERITO AV. y FOURNIER",4,-58.41842777,-34.64979057,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
162,2017-0027,1,2017-02-26,21:57:00,AV. CASEROS 1429,AVENIDA,CASEROS AV.,CASEROS AV. 1429,1,-58.38332245,-34.6319325,PEATON-AUTO,PEATON,AUTO
163,2017-0028,1,2017-02-28,09:20:00,AV. GAONA Y FRAGATA SARMIENTO,AVENIDA,GAONA AV.,GAONA AV. y FRAGATA PRES. SARMIENTO,6,-58.45475488,-34.61196327,PEATON-AUTO,PEATON,AUTO
164,2017-0029,1,2017-03-07,02:15:00,MOZART Y TANDIL,CALLE,MOZART,MOZART y TANDIL,9,-58.48501341,-34.64742455,SD-AUTO,SD,AUTO
165,2017-0030,1,2017-03-07,08:00:00,MOZART Y COLECTORA AV. TTE. LUIS J DELLEPIANE,AVENIDA,MOZART,MOZART y AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,9,-58.47010988,-34.65872088,AUTO-PASAJEROS,AUTO,PASAJEROS
166,2017-0031,1,2017-03-11,01:30:00,24 DE NOVIEMBRE Y PAVON ,CALLE,24 DE NOVIEMBRE,24 DE NOVIEMBRE y PAVON,3,-58.4099756,-34.62873635,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
167,2017-0032,1,2017-03-12,05:00:00,AV. GRAL. PAZ Y PEDRO DE MENDOZA,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y LOS CEDROS",8,-58.48892175,-34.68359163,AUTO-AUTO,AUTO,AUTO
168,2017-0033,1,2017-03-12,07:30:00,AV. GRAL. PAZ KM. 10,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y GUTIERREZ, RICARDO",11,-58.52466448,-34.60325478,AUTO-AUTO,AUTO,AUTO
169,2017-0034,1,2017-03-13,07:50:00,GODOY CRUZ 2651,CALLE,GODOY CRUZ,GODOY CRUZ 2651,14,-58.42554218,-34.57929036,PEATON-AUTO,PEATON,AUTO
170,2017-0035,3,2017-03-23,05:00:00,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.","ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",1,-58.35881506,-34.61113641,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
171,2017-0036,2,2017-03-29,18:00:00,CURUPAYTI Y COLECTORA AV. GRAL. PAZ,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y CAMPANA",12,-58.51452347,-34.58159762,MOTO-PASAJEROS,MOTO,PASAJEROS
172,2017-0037,1,2017-03-31,03:00:00,AV. INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,INDEPENDENCIA AV.,"INDEPENDENCIA AV. y CEVALLOS, VIRREY",1,-58.38896772,-34.61799615,MOTO-CARGAS,MOTO,CARGAS
173,2017-0038,1,2017-04-01,19:00:00,AV. CASTAÑARES Y LAUTARO,AVENIDA,CASTA?ARES AV.,CASTAÃ‘ARES AV. y LAUTARO,7,-58.44516857,-34.64363363,MOTO-AUTO,MOTO,AUTO
174,2017-0040,1,2017-04-03,09:40:00,CAMINO CIUDAD UNUVERSITARIA Y AV. TTE. GUIRALDES,AVENIDA,"GUIRALDES, INT.","GUIRALDES, INT. 2699",13,-58.43834197,-34.54560369,MULTIPLE,AUTO,MULTIPLE
175,2017-0041,1,2017-04-03,23:15:00,BALDOMERO FERNANDEZ MORENO 2186,CALLE,"FERNANDEZ MORENO, BALDOMERO","FERNANDEZ MORENO, BALDOMERO 2186",7,-58.45485084,-34.63531854,MOTO-AUTO,MOTO,AUTO
176,2017-0042,1,2017-04-10,09:00:00,AV. LEOPOLDO LUGONES PKM 6900,GRAL PAZ,"LUGONES, LEOPOLDO AV.","LUGONES, LEOPOLDO AV.",14,,,MOTO-CARGAS,MOTO,CARGAS
177,2017-0045,1,2017-04-14,06:15:00,NOGOYA 5940,CALLE,NOGOYA,NOGOYA 5940,10,-58.52449285,-34.62454175,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
178,2017-0047,1,2017-04-23,06:30:00,AV. ARGENTINA Y AV. CORVALAN,AVENIDA,ARGENTINA AV.,ARGENTINA AV. y CORVALAN,8,-58.46713742,-34.6719879,MOTO-AUTO,MOTO,AUTO
179,2017-0049,1,2017-04-27,18:16:00,AV. FERNANDEZ DE LA CRUZ Y VARELA,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","FERNANDEZ DE LA CRUZ, F., GRAL. AV. y VARELA AV.",8,-58.43850413,-34.65554754,PEATON-PASAJEROS,PEATON,PASAJEROS
180,2017-0050,2,2017-04-28,11:08:08,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,AUTOPISTA,AUTOPISTA PERITO MORENO,,9,,,MOTO-CARGAS,MOTO,CARGAS
181,2017-0051,1,2017-05-01,03:47:47,AU DELLEPIANE 2400,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,,7,,,AUTO-AUTO,AUTO,AUTO
182,2017-0052,1,2017-05-05,03:40:00,AV. GRAL. PAZ Y GOLETA JULIA,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y GOLETA SANTA CRUZ",8,-58.49413799,-34.68095739,PEATON-CARGAS,PEATON,CARGAS
183,2017-0053,1,2017-05-05,20:16:22,VIEYTES Y VILLARINO,CALLE,VIEYTES,VIEYTES y VILLARINO,4,-58.37547846,-34.65326075,MOTO-CARGAS,MOTO,CARGAS
184,2017-0054,1,2017-05-07,21:00:00,AV. DE LOS CONSTITUYENTES Y PEDRO MORAN,AVENIDA,DE LOS CONSTITUYENTES AV.,"DE LOS CONSTITUYENTES AV. y MORAN, PEDRO",15,-58.48680218,-34.58689719,MOTO-AUTO,MOTO,AUTO
185,2017-0055,1,2017-05-09,08:30:00,AV. DE LOS CONSTITUYENTES 4900,AVENIDA,DE LOS CONSTITUYENTES AV.,DE LOS CONSTITUYENTES AV. 4900,12,-58.49563989,-34.57962262,AUTO-AUTO,AUTO,AUTO
186,2017-0058,1,2017-05-09,23:10:00,AV. CORDOBA Y LIBERTAD,AVENIDA,CORDOBA AV.,CORDOBA AV. y LIBERTAD,1,-58.38403232,-34.5991594,PEATON-MOTO,PEATON,MOTO
187,2017-0059,1,2017-05-11,09:24:00,BRASIL Y LIMA,CALLE,BRASIL,BRASIL y LIMA,1,-58.38223382,-34.62693865,PEATON-PASAJEROS,PEATON,PASAJEROS
188,2017-0060,1,2017-05-13,07:20:00,AV. ESCALADA Y AV. FERNANDEZ DE LA CRUZ,AVENIDA,ESCALADA AV.,"ESCALADA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,-58.45966521,-34.67323292,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
189,2017-0061,1,2017-05-15,13:29:30,PARAGUAY Y AV. CALLAO ,AVENIDA,PARAGUAY,PARAGUAY y CALLAO AV.,2,-58.39303911,-34.59871111,PEATON-MOTO,PEATON,MOTO
190,2017-0062,1,2017-05-15,16:00:00,AV. JUAN B JUSTO Y SAN BLAS,AVENIDA,"JUSTO, JUAN B. AV.","JUSTO, JUAN B. AV. y SAN BLAS",10,-58.51262106,-34.63395999,MOTO-CARGAS,MOTO,CARGAS
191,2017-0063,1,2017-05-17,10:13:00,CHILE Y AV. 9 DE JULIO,AVENIDA,CHILE,CHILE y 9 DE JULIO AV.,1,-58.38118367,-34.61646839,PEATON-PASAJEROS,PEATON,PASAJEROS
192,2017-0064,1,2017-05-20,05:00:00,MAIPU Y PERON,CALLE,MAIPU,"MAIPU y PERON, JUAN DOMINGO, TTE. GENERAL",1,-58.37653284,-34.60582475,CARGAS-AUTO,CARGAS,AUTO
193,2017-0065,1,2017-05-22,16:00:00,AV. SUAREZ Y HERRERA,AVENIDA,SUAREZ AV.,SUAREZ AV. y HERRERA,4,-58.37709334,-34.64035082,BICICLETA-CARGAS,BICICLETA,CARGAS
194,2017-0066,1,2017-05-22,18:10:00,AV. SAN MARTIN Y FRAGATA SARMIENTO,AVENIDA,SAN MARTIN AV.,SAN MARTIN AV. y FRAGATA PRES. SARMIENTO,15,-58.46002142,-34.60409469,PEATON-PASAJEROS,PEATON,PASAJEROS
195,2017-0067,1,2017-05-23,02:45:00,AV. DIRECTORIO Y AV. JOSE MARIA MORENO,AVENIDA,DIRECTORIO AV.,"DIRECTORIO AV. y MORENO, JOSE MARIA AV.",6,-58.4338197,-34.62801894,MOTO-CARGAS,MOTO,CARGAS
196,2017-0068,1,2017-05-27,19:50:00,AV. TTE. FRANCISCO RABANAL 2950,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.","RABANAL, FRANCISCO, INTENDENTE AV. 2950",8,-58.43580656,-34.66437532,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
197,2017-0069,1,2017-05-24,14:15:00,AV. GRAL. PAZ Y ULRICO SCHMIDL,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y SCHMIDL, ULRICO",9,-58.52173071,-34.65997463,MOTO-SD,MOTO,SD
198,2017-0070,1,2017-05-30,13:20:00,NUEVA YORK  3696,CALLE,NUEVA YORK,NUEVA YORK 3696,11,-58.50791763,-34.59804273,PEATON-AUTO,PEATON,AUTO
199,2017-0072,1,2017-06-03,23:20:00,AV. DE LOS CONSTITUYENTES Y VALLEJOS,AVENIDA,DE LOS CONSTITUYENTES AV.,DE LOS CONSTITUYENTES AV. y VALLEJOS,12,-58.49175088,-34.58226957,AUTO-AUTO,AUTO,AUTO
200,2017-0073,1,2017-06-04,09:00:00,AV. CORRIENTES Y ECUADOR,AVENIDA,CORRIENTES AV.,CORRIENTES AV. y ECUADOR,3,-58.40781467,-34.60425669,MOTO-AUTO,MOTO,AUTO
201,2017-0074,1,2017-06-04,12:50:00,CASCO 133,CALLE,CASCO,CASCO 133,9,-58.52567073,-34.63787791,SD-SD,SD,SD
202,2017-0075,1,2017-06-12,22:38:00,AV. DE MAYO Y AV. 9 DE JULIO,AVENIDA,DE MAYO AV.,DE MAYO AV. y 9 DE JULIO AV.,1,-58.381542,-34.60906385,PEATON-MOTO,PEATON,MOTO
203,2017-0076,1,2017-06-13,14:50:00,AV. RAMON CASTILLO Y CALLE 12,AVENIDA,"CASTILLO, RAMON S., PRES. AV.","CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",2,-58.38526125,-34.5780581,PEATON-CARGAS,PEATON,CARGAS
204,2017-0077,1,2017-06-17,23:45:00,FRAY JUSTO SANTAMARIA DE ORO 1930,CALLE,FRAY JUSTO SANTAMARIA DE ORO,FRAY JUSTO SANTAMARIA DE ORO 1930,14,-58.42934104,-34.58451712,MOTO-CARGAS,MOTO,CARGAS
205,2017-0079,1,2017-06-19,16:26:00,MEXICO Y DEAN FUNES,CALLE,MEXICO,MEXICO y DEAN FUNES,3,-58.40657493,-34.61781124,MOTO-CARGAS,MOTO,CARGAS
206,2017-0080,1,2017-06-22,10:15:00,AV. JUAN B ALBERDI Y AV. ESCALADA,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.","ALBERDI, JUAN BAUTISTA AV. y ESCALADA AV.",9,-58.49525314,-34.64487785,PEATON-CARGAS,PEATON,CARGAS
207,2017-0082,1,2017-06-25,22:40:00,AV. ENTRE RIOS Y AV. BRASIL,AVENIDA,ENTRE RIOS AV.,ENTRE RIOS AV. y BRASIL,4,-58.39092851,-34.62932696,PEATON-AUTO,PEATON,AUTO
208,2017-0083,1,2017-07-04,00:25:00,AV. JUAN B ALBERDI Y GUARDIA NACIONAL,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.","ALBERDI, JUAN BAUTISTA AV. y GUARDIA NACIONAL",9,-58.49603546,-34.64564271,MOTO-CARGAS,MOTO,CARGAS
209,2017-0084,1,2017-07-05,12:49:00,AV. DEL LIBERTADOR Y RODRIGUEZ PEÑA,AVENIDA,DEL LIBERTADOR AV.,DEL LIBERTADOR AV. y RODRIGUEZ PEÃ‘A,2,-58.38502878,-34.58703485,PEATON-PASAJEROS,PEATON,PASAJEROS
210,2017-0085,1,2017-07-07,14:15:00,TACUARI Y AV. MARTIN GARCIA,AVENIDA,TACUARI,"TACUARI y GARCIA, MARTIN AV.",4,-58.37261143,-34.63150425,PEATON-PASAJEROS,PEATON,PASAJEROS
211,2017-0086,1,2017-07-09,07:30:00,AV. RIVADAVIA Y MURGUIONDO,AVENIDA,RIVADAVIA AV.,RIVADAVIA AV. y MURGUIONDO,9,-58.51876802,-34.63905965,PEATON-MOTO,PEATON,MOTO
212,2017-0087,1,2017-07-10,10:45:00,24 DE NOVIEMBRE 390,CALLE,24 DE NOVIEMBRE,24 DE NOVIEMBRE 390,3,-58.41095567,-34.61516101,PEATON-AUTO,PEATON,AUTO
